 Vardas               Pavarde           ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      Egz       
Vardas773            Pavarde773         9         1         4         9         6         9         5         3         3         1         8         
Vardas774            Pavarde774         6         2         9         2         8         1         7         1         4         3         1         
Vardas775            Pavarde775         6         2         6         1         3         5         4         6         9         5         6         
Vardas776            Pavarde776         1         4         8         3         9         7         7         2         10        9         9         
Vardas777            Pavarde777         4         8         2         1         3         2         3         1         10        3         3         
Vardas778            Pavarde778         7         10        1         8         5         1         6         4         4         2         1         
Vardas779            Pavarde779         7         10        9         4         1         8         7         9         1         2         3         
Vardas780            Pavarde780         2         3         4         10        4         10        1         7         2         7         6         
Vardas781            Pavarde781         3         3         1         10        1         2         6         8         2         2         8         
Vardas782            Pavarde782         2         1         8         2         9         5         2         1         6         5         9         
Vardas783            Pavarde783         3         10        6         4         8         4         9         3         3         7         8         
Vardas784            Pavarde784         8         8         8         9         7         9         4         5         9         7         10        
Vardas785            Pavarde785         4         7         10        1         6         3         8         4         4         4         4         
Vardas786            Pavarde786         3         8         9         1         5         9         1         4         4         1         1         
Vardas787            Pavarde787         6         3         8         7         7         9         7         10        9         9         2         
Vardas788            Pavarde788         5         4         9         1         2         7         1         4         2         6         1         
Vardas789            Pavarde789         8         5         8         9         5         7         8         5         9         9         9         
Vardas790            Pavarde790         3         3         4         3         10        1         10        6         4         2         10        
Vardas791            Pavarde791         5         6         3         5         2         7         9         7         2         3         9         
Vardas792            Pavarde792         5         2         5         3         1         8         4         8         8         1         6         
Vardas793            Pavarde793         1         3         1         8         4         6         6         9         2         4         3         
Vardas794            Pavarde794         9         1         1         6         6         3         4         6         7         3         1         
Vardas795            Pavarde795         6         4         2         8         7         8         7         3         10        8         7         
Vardas796            Pavarde796         1         9         1         1         4         4         4         6         2         1         1         
Vardas797            Pavarde797         2         9         7         6         6         6         8         1         10        5         8         
Vardas798            Pavarde798         3         3         2         8         3         4         6         6         1         5         7         
Vardas799            Pavarde799         9         7         10        4         9         6         9         7         2         6         8         
Vardas800            Pavarde800         7         1         9         4         2         4         8         3         10        8         2         
Vardas801            Pavarde801         5         10        10        10        9         7         7         10        4         7         7         
Vardas802            Pavarde802         6         6         3         9         2         5         3         2         2         7         1         
Vardas803            Pavarde803         8         7         9         6         4         4         2         1         5         3         9         
Vardas804            Pavarde804         9         10        5         8         8         8         2         8         5         6         4         
Vardas805            Pavarde805         2         4         7         4         6         9         8         8         5         1         9         
Vardas806            Pavarde806         4         2         6         9         9         4         2         9         6         4         3         
Vardas807            Pavarde807         9         6         1         8         7         6         9         3         2         9         3         
Vardas808            Pavarde808         7         10        5         5         10        8         3         8         3         1         8         
Vardas809            Pavarde809         10        2         4         9         3         10        2         8         6         7         3         
Vardas810            Pavarde810         6         10        10        1         2         6         4         1         7         5         8         
Vardas811            Pavarde811         10        9         2         5         7         1         10        3         4         1         8         
Vardas812            Pavarde812         1         7         7         2         2         6         3         4         7         7         7         
Vardas813            Pavarde813         3         7         7         10        8         1         10        7         3         6         2         
Vardas814            Pavarde814         6         8         4         7         1         3         7         9         3         10        8         
Vardas815            Pavarde815         6         1         8         4         4         7         7         3         9         1         10        
Vardas816            Pavarde816         2         6         5         1         7         6         7         2         10        3         9         
Vardas817            Pavarde817         8         7         10        9         1         3         8         4         1         6         3         
Vardas818            Pavarde818         2         10        5         3         10        10        8         3         5         8         9         
Vardas819            Pavarde819         1         1         9         4         5         1         1         5         7         6         7         
Vardas820            Pavarde820         9         3         3         1         4         8         8         7         10        4         8         
Vardas821            Pavarde821         5         6         1         10        8         8         7         10        10        2         7         
Vardas822            Pavarde822         4         2         2         4         5         6         7         7         1         9         6         
Vardas823            Pavarde823         6         3         6         10        7         7         4         3         7         9         3         
Vardas824            Pavarde824         9         5         3         3         10        7         1         5         9         1         1         
Vardas825            Pavarde825         6         10        10        7         7         10        6         5         8         2         3         
Vardas826            Pavarde826         7         5         6         7         4         10        10        8         4         2         9         
Vardas827            Pavarde827         5         5         1         8         4         2         6         8         5         5         3         
Vardas828            Pavarde828         4         4         9         9         7         1         4         7         10        7         1         
Vardas829            Pavarde829         1         10        9         7         10        2         7         1         6         10        10        
Vardas830            Pavarde830         6         3         10        8         7         8         1         2         6         4         6         
Vardas831            Pavarde831         9         9         9         1         4         5         1         2         6         2         6         
Vardas832            Pavarde832         4         1         1         3         2         4         5         3         3         9         5         
Vardas833            Pavarde833         3         3         10        4         7         7         6         9         10        4         8         
Vardas834            Pavarde834         8         8         5         3         1         3         4         9         9         5         7         
Vardas835            Pavarde835         2         4         9         1         10        5         7         1         5         9         10        
Vardas836            Pavarde836         5         5         2         8         5         7         8         3         5         5         7         
Vardas837            Pavarde837         5         6         9         10        5         4         4         3         2         2         10        
Vardas838            Pavarde838         1         3         5         7         1         6         2         5         9         1         4         
Vardas839            Pavarde839         5         3         9         2         2         7         5         9         8         4         4         
Vardas840            Pavarde840         7         5         2         1         7         8         9         8         2         10        4         
Vardas841            Pavarde841         2         10        4         6         5         5         10        7         4         1         2         
Vardas842            Pavarde842         5         7         10        5         9         5         5         10        1         8         2         
Vardas843            Pavarde843         4         2         3         2         7         7         8         1         5         2         3         
Vardas844            Pavarde844         1         4         5         7         2         5         9         8         8         6         4         
Vardas845            Pavarde845         10        1         6         5         4         3         10        4         4         5         1         
Vardas846            Pavarde846         4         7         1         3         5         1         9         4         2         1         3         
Vardas847            Pavarde847         6         3         5         7         6         10        5         3         10        6         1         
Vardas848            Pavarde848         4         8         3         6         1         8         4         1         8         1         9         
Vardas849            Pavarde849         6         1         3         8         4         7         3         8         5         2         6         
Vardas850            Pavarde850         3         9         8         10        8         6         4         4         8         2         3         
Vardas851            Pavarde851         3         6         8         6         9         9         3         8         6         5         4         
Vardas852            Pavarde852         8         6         5         3         5         7         9         2         9         7         4         
Vardas853            Pavarde853         10        8         3         7         1         9         4         2         6         1         8         
Vardas854            Pavarde854         1         10        2         7         4         2         5         5         8         3         3         
Vardas855            Pavarde855         6         10        4         2         5         9         1         7         9         7         7         
Vardas856            Pavarde856         9         10        3         10        10        2         6         7         7         3         5         
Vardas857            Pavarde857         1         6         8         8         7         4         8         4         2         3         2         
Vardas858            Pavarde858         10        10        6         7         6         6         3         2         8         5         10        
Vardas859            Pavarde859         9         1         5         6         7         10        3         8         4         2         7         
Vardas860            Pavarde860         1         6         3         8         3         9         10        8         3         8         2         
Vardas861            Pavarde861         2         10        3         8         6         10        10        9         9         5         7         
Vardas862            Pavarde862         6         5         2         2         8         3         2         2         8         5         4         
Vardas863            Pavarde863         8         6         9         7         10        1         10        7         2         2         2         
Vardas864            Pavarde864         7         4         7         7         3         8         8         2         5         2         9         
Vardas865            Pavarde865         7         9         4         3         9         7         10        4         9         2         9         
Vardas866            Pavarde866         4         2         7         4         8         4         10        8         9         5         7         
Vardas867            Pavarde867         9         1         6         3         7         2         1         10        3         2         4         
Vardas868            Pavarde868         7         5         7         10        6         8         4         4         10        7         6         
Vardas869            Pavarde869         6         8         7         6         6         7         9         5         7         2         7         
Vardas870            Pavarde870         7         1         10        3         2         3         9         9         4         8         4         
Vardas871            Pavarde871         7         8         2         1         9         9         5         3         6         3         10        
Vardas872            Pavarde872         1         4         5         3         4         6         8         5         5         8         1         
Vardas873            Pavarde873         6         6         1         7         8         4         6         4         1         3         5         
Vardas874            Pavarde874         10        5         9         8         8         6         2         3         9         1         3         
Vardas875            Pavarde875         5         4         10        9         2         8         2         2         6         2         8         
Vardas876            Pavarde876         4         1         2         5         2         6         3         6         1         6         6         
Vardas877            Pavarde877         8         6         1         10        7         9         3         1         5         9         10        
Vardas878            Pavarde878         8         9         2         2         3         3         5         9         10        1         7         
Vardas879            Pavarde879         9         6         2         2         2         1         2         2         2         10        4         
Vardas880            Pavarde880         4         10        6         2         3         6         7         6         4         5         10        
Vardas881            Pavarde881         9         7         10        5         1         5         9         3         9         10        8         
Vardas882            Pavarde882         9         2         4         2         3         8         6         2         8         4         1         
Vardas883            Pavarde883         4         7         7         8         5         6         4         2         8         6         6         
Vardas884            Pavarde884         1         9         10        1         7         10        3         8         3         10        9         
Vardas885            Pavarde885         7         1         7         7         4         8         8         2         7         8         9         
Vardas886            Pavarde886         8         6         3         1         8         5         10        1         7         9         3         
Vardas887            Pavarde887         6         3         1         3         6         2         10        7         2         7         2         
Vardas888            Pavarde888         8         7         9         3         6         7         4         6         1         9         10        
Vardas889            Pavarde889         8         3         8         7         6         1         9         9         10        2         2         
Vardas890            Pavarde890         1         9         8         2         1         1         8         3         10        4         6         
Vardas891            Pavarde891         1         1         9         8         1         10        5         1         6         2         9         
Vardas892            Pavarde892         6         3         7         4         7         1         5         5         9         2         1         
Vardas893            Pavarde893         10        6         6         9         7         6         9         7         2         2         3         
Vardas894            Pavarde894         10        1         7         3         5         7         2         3         2         5         2         
Vardas895            Pavarde895         10        2         9         6         10        5         6         9         6         6         4         
Vardas896            Pavarde896         7         5         9         5         10        10        6         6         6         3         2         
Vardas897            Pavarde897         2         4         6         10        2         8         9         9         10        4         5         
Vardas898            Pavarde898         10        3         2         4         1         10        2         10        5         5         6         
Vardas899            Pavarde899         10        10        3         3         9         9         6         9         1         8         3         
Vardas900            Pavarde900         10        8         1         10        9         1         8         10        7         7         2         
Vardas901            Pavarde901         7         4         7         9         4         6         3         3         1         3         4         
Vardas902            Pavarde902         2         6         7         4         2         4         9         1         10        2         7         
Vardas903            Pavarde903         7         8         8         10        8         5         2         1         3         10        9         
Vardas904            Pavarde904         5         7         10        10        10        9         9         9         5         10        1         
Vardas905            Pavarde905         8         4         7         8         1         9         4         10        8         3         5         
Vardas906            Pavarde906         1         7         10        7         1         2         9         4         8         10        1         
Vardas907            Pavarde907         8         2         4         2         8         1         10        7         8         6         3         
Vardas908            Pavarde908         1         10        1         5         8         4         3         6         10        1         5         
Vardas909            Pavarde909         7         7         1         9         4         7         7         7         2         1         3         
Vardas910            Pavarde910         10        10        10        6         10        4         9         9         4         7         6         
Vardas911            Pavarde911         1         7         4         9         2         9         9         5         6         9         2         
Vardas912            Pavarde912         10        3         7         8         4         3         9         8         7         1         10        
Vardas913            Pavarde913         8         1         10        7         3         1         5         8         5         7         4         
Vardas914            Pavarde914         4         1         8         2         6         5         5         6         7         10        4         
Vardas915            Pavarde915         9         1         7         7         8         5         8         1         2         6         6         
Vardas916            Pavarde916         9         4         10        6         1         1         6         6         5         3         1         
Vardas917            Pavarde917         9         3         5         8         1         10        8         3         1         7         8         
Vardas918            Pavarde918         3         2         2         1         1         5         8         3         7         3         2         
Vardas919            Pavarde919         5         3         2         1         7         2         5         3         6         8         3         
Vardas920            Pavarde920         1         7         6         5         6         4         3         4         10        3         8         
Vardas921            Pavarde921         7         7         3         1         10        1         8         2         9         10        7         
Vardas922            Pavarde922         7         8         2         9         1         5         5         6         2         5         7         
Vardas923            Pavarde923         10        6         8         3         5         4         8         10        6         9         8         
Vardas924            Pavarde924         6         9         2         10        10        7         10        2         6         4         3         
Vardas925            Pavarde925         9         6         5         10        7         7         2         10        3         2         9         
Vardas926            Pavarde926         7         5         5         10        1         3         9         7         1         8         9         
Vardas927            Pavarde927         10        6         8         1         8         5         10        1         8         7         3         
Vardas928            Pavarde928         3         8         4         8         8         6         6         10        2         5         8         
Vardas929            Pavarde929         1         8         3         9         7         4         7         8         4         8         5         
Vardas930            Pavarde930         2         2         1         7         3         2         1         9         2         9         10        
Vardas931            Pavarde931         10        1         5         10        4         5         6         3         4         1         1         
Vardas932            Pavarde932         2         5         9         8         4         5         5         4         2         10        3         
Vardas933            Pavarde933         6         6         9         1         6         2         4         1         4         7         3         
Vardas934            Pavarde934         9         7         3         3         9         8         8         8         9         7         8         
Vardas935            Pavarde935         3         5         8         8         9         4         8         4         5         9         6         
Vardas936            Pavarde936         7         4         7         1         2         8         5         6         7         3         8         
Vardas937            Pavarde937         10        8         9         1         9         4         8         3         8         9         4         
Vardas938            Pavarde938         10        10        5         5         9         9         6         1         7         8         10        
Vardas939            Pavarde939         6         3         2         8         1         9         6         5         4         7         7         
Vardas940            Pavarde940         5         8         6         7         6         7         10        8         1         7         1         
Vardas941            Pavarde941         10        4         5         5         8         2         3         10        7         4         8         
Vardas942            Pavarde942         1         10        2         9         8         10        3         5         1         8         8         
Vardas943            Pavarde943         10        5         4         10        5         3         1         5         2         4         6         
Vardas944            Pavarde944         7         3         9         2         1         5         3         5         2         4         6         
Vardas945            Pavarde945         8         9         6         5         10        2         2         5         9         7         4         
Vardas946            Pavarde946         4         3         2         7         9         9         4         6         6         7         6         
Vardas947            Pavarde947         2         4         4         3         5         8         1         2         2         2         5         
Vardas948            Pavarde948         1         9         10        7         2         1         7         4         4         5         4         
Vardas949            Pavarde949         10        1         9         1         6         2         7         8         2         10        5         
Vardas950            Pavarde950         4         6         9         10        7         3         9         5         3         1         2         
Vardas951            Pavarde951         1         3         6         9         9         5         9         4         3         1         3         
Vardas952            Pavarde952         8         9         2         7         5         5         4         6         4         10        5         
Vardas953            Pavarde953         9         9         4         10        5         4         10        7         2         7         5         
Vardas954            Pavarde954         2         7         10        6         3         5         2         1         2         9         3         
Vardas955            Pavarde955         8         1         4         3         9         8         6         9         7         10        5         
Vardas956            Pavarde956         1         5         6         1         9         10        4         8         1         2         5         
Vardas957            Pavarde957         7         5         6         10        4         5         9         10        2         9         10        
Vardas958            Pavarde958         6         3         10        5         4         8         2         1         10        8         8         
Vardas959            Pavarde959         8         10        10        4         2         7         9         6         7         10        10        
Vardas960            Pavarde960         4         10        4         9         8         4         5         9         6         1         9         
Vardas961            Pavarde961         6         6         8         3         7         8         8         9         9         4         9         
Vardas962            Pavarde962         1         3         3         3         4         7         3         9         6         4         7         
Vardas963            Pavarde963         9         3         10        10        3         2         5         2         1         10        2         
Vardas964            Pavarde964         5         3         5         1         10        4         10        2         7         5         5         
Vardas965            Pavarde965         4         5         10        5         5         8         8         5         10        10        2         
Vardas966            Pavarde966         9         3         4         7         8         10        6         10        10        5         7         
Vardas967            Pavarde967         5         3         9         10        6         4         10        1         6         4         8         
Vardas968            Pavarde968         2         9         6         1         9         6         10        4         9         10        4         
Vardas969            Pavarde969         1         4         8         10        4         9         4         10        9         3         9         
Vardas970            Pavarde970         5         1         3         3         2         1         8         1         7         6         9         
Vardas971            Pavarde971         7         4         1         1         10        9         1         7         10        1         5         
Vardas972            Pavarde972         5         7         8         5         10        2         3         2         5         6         6         
Vardas973            Pavarde973         3         9         6         8         1         2         2         8         10        3         2         
Vardas974            Pavarde974         7         10        6         7         7         8         7         10        5         7         8         
Vardas975            Pavarde975         2         1         3         7         8         6         9         7         9         2         6         
Vardas976            Pavarde976         9         6         9         4         5         5         3         6         10        5         8         
Vardas977            Pavarde977         3         4         6         7         6         10        10        6         6         10        3         
Vardas978            Pavarde978         8         9         4         5         7         10        5         1         3         2         9         
Vardas979            Pavarde979         2         10        2         8         5         5         2         8         6         10        5         
Vardas980            Pavarde980         9         4         7         4         2         6         6         8         4         6         3         
Vardas981            Pavarde981         9         8         7         7         9         10        5         7         3         4         6         
Vardas982            Pavarde982         5         1         7         8         8         4         8         3         5         10        5         
Vardas983            Pavarde983         3         9         10        2         10        2         9         10        9         7         8         
Vardas984            Pavarde984         4         4         10        1         8         9         2         3         3         1         2         
Vardas985            Pavarde985         4         4         5         7         2         9         3         10        9         5         3         
Vardas986            Pavarde986         10        9         10        3         4         5         4         5         2         2         5         
Vardas987            Pavarde987         4         5         7         1         2         9         3         9         2         10        5         
Vardas988            Pavarde988         5         3         10        5         3         1         10        1         10        6         9         
Vardas989            Pavarde989         1         4         6         6         3         10        9         7         2         8         9         
Vardas990            Pavarde990         6         8         1         3         2         8         7         6         8         3         1         
Vardas991            Pavarde991         3         9         6         1         6         4         5         2         5         8         3         
Vardas992            Pavarde992         9         5         3         10        2         6         4         3         10        1         4         
Vardas993            Pavarde993         5         6         7         6         4         2         1         5         9         5         9         
Vardas994            Pavarde994         6         10        3         2         10        7         2         7         8         8         5         
Vardas995            Pavarde995         5         1         2         10        9         4         7         1         4         8         6         
Vardas996            Pavarde996         8         2         1         8         10        5         2         5         8         10        10        
Vardas997            Pavarde997         2         8         8         9         2         2         3         3         8         1         8         
Vardas998            Pavarde998         1         5         9         9         1         1         4         10        5         1         8         
Vardas999            Pavarde999         10        5         7         2         9         1         10        6         2         8         6         
Vardas1000           Pavarde1000        6         1         5         5         5         6         1         4         10        6         1         
